nct_id,drug_name_in_trial,resolves_to_bucket
NCT05727163,irinotecan,irinotecan
NCT05727410,cisplatin Group,trastuzumab-qyyp
NCT05728268,dose-dense nab-paclitaxel followed by EC,trastuzumab-qyyp
NCT05730036,dexamethasone,dexamethasone
NCT05733000,Hydroxychloroquine,trastuzumab-qyyp
NCT05733689,NIVOLUMAB (alone,da-epoch-r followed by nivolumab
NCT05733689,PEMBROLIZUMAB (alone,pembrolizumab and berahyaluronidase alfa-pmph
NCT05734495,venetoclax,trastuzumab-qyyp
NCT05735184,venetoclax,trastuzumab-qyyp
NCT05735717,Beta T Cell-Depleted Hematopoietic Stem Cells,...
NCT05735717,Cyclophosphamide,cyclophosphamide
NCT05736419,Cyclophosphamide,cyclophosphamide
NCT05736419,Dexamethasone,dexamethasone
NCT05736965,venetoclax,trastuzumab-qyyp
NCT05736978,venetoclax,trastuzumab-qyyp
NCT05738486,dexamethasone,dexamethasone
NCT05741372,metformin,metformin
NCT05745714,cyclophosphamide,cyclophosphamide
NCT05745714,dexamethasone,dexamethasone
NCT05745714,venetoclax,trastuzumab-qyyp
NCT05749302,Al18F-NOTA-FAPI,...
NCT05749588,A1: SHR-A1811,trastuzumab-qyyp
NCT05749588,A2: SHR-A1811,trastuzumab-qyyp
NCT05749588,B1: TROP2 ADC,unknown
NCT05749588,B2: TROP2 ADC,unknown
NCT05749588,D1: TROP2 ADC,...
NCT05749588,E1: SHR-A1811,trastuzumab-qyyp
NCT05749588,F1: TROP2 ADC,...
NCT05749588,G1: SHR-A1811,trastuzumab-qyyp
NCT05749588,H1: TROP2 ADC,...
NCT05749588,everolimus,trastuzumab-qyyp
NCT05751044,cyclophosphamide,cyclophosphamide
NCT05751044,dexamethasone,dexamethasone
NCT05751044,venetoclax,trastuzumab-qyyp
NCT05751187,dexamethasone,dexamethasone
NCT05751733,Imatinib dosage,imatinib mesylate & hydroxyurea
NCT05751850,nab-paclitaxel; gemcitabine,trastuzumab-qyyp
NCT05753306,Hyperthermic Intraperitoneal Chemotherapy,...
NCT05754853,Gemcitabine Hydrochloride for,trastuzumab-qyyp
NCT05754853,pemetrexed disodium,trastuzumab-qyyp
NCT05757336,Combination of Gemcitabine,trastuzumab-qyyp
NCT05760378,nab-Palitaxel,trastuzumab-qyyp
NCT05761171,prednisolone,prednisolone
NCT05763667,bupivacaine,bupivacaine liposome
NCT05765357,Trastuzumab for,trastuzumab-qyyp
NCT05765812,temozolomide,temozolomide
NCT05767359,cyclophosphamide,cyclophosphamide
NCT05767515,metformin,metformin
NCT05768711,venetoclax,trastuzumab-qyyp
NCT05771480,Gemcitabine monotherapy,trastuzumab-qyyp
NCT05773092,osimertinib,trastuzumab-qyyp
NCT05773274,Everolimus,trastuzumab-qyyp
NCT05773274,Lutetium Lu 177 Dotatate,lutetium lu 177 dotatate
NCT05776524,Nab paclitaxel,trastuzumab-qyyp
NCT05776758,cisplatin based neoadjuvant chemotherapy,trastuzumab-qyyp
NCT05776940,dexamethasone,dexamethasone
NCT05781321,fluorodopa,fluorodopa
NCT05781321,temozolomide,temozolomide
NCT05782127,venetoclax,trastuzumab-qyyp
NCT05785741,Osimertinib,trastuzumab-qyyp
NCT05785754,tebentafusp,gp100 human melanoma peptide
NCT05789043,tmz,temozolomide
NCT05789303,carfilzomib,velcade thalidomide dexamethasone
NCT05789303,dexamethasone,dexamethasone
NCT05791409,venetoclax,trastuzumab-qyyp
NCT05797233,cyclophosphamide,cyclophosphamide
NCT05800275,Capecitabine tablets,trastuzumab-qyyp
NCT05800340,Nab paclitaxel,trastuzumab-qyyp
NCT05800366,cyclophosphamide,cyclophosphamide
NCT05800587,Nab paclitaxel,trastuzumab-qyyp
NCT05800587,irinotecan,irinotecan
NCT05801029,osimertinib,trastuzumab-qyyp
NCT05802290,Nivolumab in,da-epoch-r followed by nivolumab
NCT05804032,dexamethasone,dexamethasone
NCT05805098,venetoclax,trastuzumab-qyyp
NCT05805605,cyclophosphamide,cyclophosphamide
NCT05806931,irinotecan,irinotecan
NCT05807035,Radvax,n/a
NCT05807880,capecitabine.,trastuzumab-qyyp
NCT05807932,venetoclax,trastuzumab-qyyp
NCT05809830,Doxorrubicin,trastuzumab-qyyp
NCT05813015,Tegafur-Gimeracil-Oteracil,trastuzumab-qyyp
NCT05814744,bupivacaine 0.25%,bupivacaine liposome
NCT05816252,osimertinib,trastuzumab-qyyp
NCT05816694,cyclophosphamide,cyclophosphamide
NCT05818683,Lutetium Lu-177 vipivotide tetraxetan,lutetium lu 177 jh020002
NCT05821556,Nab paclitaxel,trastuzumab-qyyp
NCT05824494,Nab paclitaxel,trastuzumab-qyyp
NCT05825066,Nab paclitaxel,trastuzumab-qyyp
NCT05826535,Cyclophosphamide,cyclophosphamide
NCT05826964,PARPi,...
NCT05827055,Nab paclitaxel,trastuzumab-qyyp
NCT05828459,IMids,n/a
NCT05829226,venetoclax,trastuzumab-qyyp
NCT05833815,everolimus,trastuzumab-qyyp
NCT05834244,venetoclax,trastuzumab-qyyp
NCT05834582,cyclophosphamide,cyclophosphamide
NCT05838768,irinotecan,irinotecan
NCT05840016,Paxlitaxel,trastuzumab-qyyp
NCT05840068,metformin,metformin
NCT05841420,Nab paclitaxel,trastuzumab-qyyp
NCT05841771,venetoclax,trastuzumab-qyyp
NCT05842174,Hydroxychloroquine,trastuzumab-qyyp
NCT05843188,Hydroxychloroquine,trastuzumab-qyyp
NCT05843188,irinotecan,irinotecan
NCT05843253,everolimus,trastuzumab-qyyp
NCT05843253,temozolomide,temozolomide
NCT05846867,irinotecan,irinotecan
NCT05848687,dexamethasone,dexamethasone
NCT05848687,mitoxantrone,mitoxantrone
NCT05848765,cyclophosphamide,cyclophosphamide
NCT05849207,cyclophosphamide,cyclophosphamide
NCT05849298,ADT,n/a
NCT05853965,venetoclax,trastuzumab-qyyp
NCT05854498,Liposomal irinotecan,irinotecan
NCT05858177,temozolomide,temozolomide
NCT05859750,irinotecan,irinotecan
NCT05861050,venetoclax,trastuzumab-qyyp
NCT05862064,cyclophosphamide,cyclophosphamide
NCT05863195,irinotecan,irinotecan
NCT05864742,venetoclax,trastuzumab-qyyp
NCT05873712,cyclophosphamide,cyclophosphamide
NCT05879367,temozolomide,temozolomide
NCT05880706,Osimertinib Mesylate Tablets,trastuzumab-qyyp
NCT05881265,venetoclax,trastuzumab-qyyp
NCT05881525,cyclophosphamide,cyclophosphamide
NCT05883852,cyclophosphamide,cyclophosphamide
NCT05888493,cyclophosphamide,cyclophosphamide
NCT05888493,rituximab in 28-day cycles for up to 12 cycles.,trastuzumab-qyyp
NCT05889390,cyclophosphamide,cyclophosphamide
NCT05896228,carfilzomib,velcade thalidomide dexamethasone
NCT05896228,dexamethasone,dexamethasone
NCT05897138,tislelizumab for one 21-day cycle,trastuzumab-qyyp
NCT05900206,cyclophosphamide,cyclophosphamide
NCT05900882,dexamethasone,dexamethasone
NCT05900895,estradiol,estradiol
NCT05901428,cyclophosphamide,cyclophosphamide
NCT05901935,Capecitabine tablets,trastuzumab-qyyp
NCT05901935,vinorelbine,tlc178
NCT05901974,venetoclax,trastuzumab-qyyp
NCT05902169,temozolomide,temozolomide
NCT05904106,venetoclax,trastuzumab-qyyp
NCT05907122,EU-authorized Nivolumab,da-epoch-r followed by nivolumab
NCT05907122,FDA-licensed Nivolumab,da-epoch-r followed by nivolumab
NCT05909059,cyclophosphamide,cyclophosphamide
NCT05909293,venetoclax,trastuzumab-qyyp
NCT05909826,carfilzomib,velcade thalidomide dexamethasone
NCT05909826,cyclophosphamide,cyclophosphamide
NCT05909826,dexamethasone,dexamethasone
NCT05910801,venetoclax,trastuzumab-qyyp
NCT05911321,dexamethasone,dexamethasone
NCT05918302,everolimus,trastuzumab-qyyp
NCT05919030,Nab paclitaxel,trastuzumab-qyyp
NCT05919329,Piflufolastat,[18f]-dcfpyl ligand
NCT05921942,metformin,metformin
NCT05922501,dexamethasone,dexamethasone
NCT05922930,cyclophosphamide,cyclophosphamide
NCT05927857,nal-IRI,irinotecan
NCT05929495,metformin,metformin
NCT05929768,cyclophosphamide,cyclophosphamide
NCT05929885,OXIRI,trastuzumab-qyyp
NCT05932199,Platinum cisplatin,trastuzumab-qyyp
NCT05933395,everolimus,trastuzumab-qyyp
NCT05936086,cyclophosphamide,cyclophosphamide
NCT05936086,dexamethasone,dexamethasone
NCT05939180,venetoclax,trastuzumab-qyyp
NCT05941585,Cytarabine(intermediate-dose:d1-d4100mg,cytarabine liposome
NCT05941585,Cytarabine(standard-dose:d1-d7100mg,cytarabine liposome
NCT05941585,mitoxantrone,mitoxantrone
NCT05941585,venetoclax,trastuzumab-qyyp
NCT05945797,dexamethasone,dexamethasone
NCT05945823,Irinotecan,irinotecan
NCT05947500,Avelumab,trastuzumab-qyyp
NCT05947851,venetoclax,trastuzumab-qyyp
NCT05948813,osimertinib,trastuzumab-qyyp
NCT05949021,Combination of liposomal doxorubicin,trastuzumab-qyyp
NCT05949541,everolimus,trastuzumab-qyyp
NCT05950334,cyclophosphamide,cyclophosphamide
NCT05950802,cyclophosphamide,cyclophosphamide
NCT05951959,venetoclax,trastuzumab-qyyp
NCT05952947,cyclophosphamide,cyclophosphamide
NCT05953350,RP2D dose of of hydroxychloroquine,trastuzumab-qyyp
NCT05953350,dose of hydroxychloroquine,trastuzumab-qyyp
NCT05954442,everolimus,trastuzumab-qyyp
NCT05954871,osimertinib,trastuzumab-qyyp
NCT05955261,Mitoxantrone Hydrochloride,mitoxantrone
NCT05955261,Venetoclax,trastuzumab-qyyp
NCT05956821,SIACI of cetuximab,trastuzumab-qyyp
NCT05958719,mitoxantrone,mitoxantrone
NCT05962502,irinotecan,irinotecan
NCT05963074,Venetoclax,trastuzumab-qyyp
NCT05963087,Cetuximab Dabrafenib Tislelizumab,trastuzumab-qyyp
NCT05963217,cyclophosphamide,cyclophosphamide
NCT05964101,Nivolumab [Opdivo],da-epoch-r followed by nivolumab
NCT05965908,metformin,metformin
NCT05966194,Cisplatin for,trastuzumab-qyyp
NCT05966792,metformin,metformin
NCT05968326,mFOLFIRINOX,...
NCT05972135,dexamethasone,dexamethasone
NCT05973864,Capecitabine tablets,trastuzumab-qyyp
NCT05977036,Endocrine therapy,...
NCT05977998,dexamethasone,dexamethasone
NCT05978492,irinotecan,irinotecan
NCT05978648,cyclophosphamide,cyclophosphamide
NCT05979493,bupivacaine,bupivacaine liposome
NCT05980481,Capecitabine（,trastuzumab-qyyp
NCT05980481,Oxaliplatin（,trastuzumab-qyyp
NCT05980702,albumin-bound paclitaxel:2 courses,trastuzumab-qyyp
NCT05980702,albumin-bound paclitaxel:4 courses,trastuzumab-qyyp
NCT05981001,cyclophosphamide,cyclophosphamide
NCT05981014,cyclophosphamide,cyclophosphamide
NCT05981209,dexamethasone,dexamethasone
NCT05981742,metformin,metformin
NCT05983107,Endocrine therapy,...
NCT05983107,everolimus,trastuzumab-qyyp
NCT05986318,dexamethasone,dexamethasone
NCT05987696,cyclophosphamide,cyclophosphamide
NCT05988372,Albumin-paclitaxel,trastuzumab-qyyp
NCT05990985,cyclophosphamide,cyclophosphamide
NCT05990985,mitoxantrone,mitoxantrone
NCT05990985,prednisolone,prednisolone
NCT05991388,dexamethasone,dexamethasone
NCT05993299,Cyclophosphamide,cyclophosphamide
NCT05993858,cetuximab),trastuzumab-qyyp
NCT05996406,dexamethasone,dexamethasone
NCT05996406,venetoclax,trastuzumab-qyyp
NCT05998928,cyclophosphamide,cyclophosphamide
NCT05999994,cyclophosphamide,cyclophosphamide
NCT05999994,irinotecan,irinotecan
NCT05999994,temozolomide,temozolomide
NCT05999994,vinorelbine,tlc178
NCT06001385,Post-Transplant Cyclophosphamide,cyclophosphamide
NCT06001385,cyclophosphamide,cyclophosphamide
NCT06002659,cyclophosphamide,cyclophosphamide
NCT06006117,hydroxydaunorubicin [doxorubicin],trastuzumab-qyyp
NCT06006273,irinotecan,irinotecan
NCT06006273,temozolomide,temozolomide
NCT06008106,temozolomide,temozolomide
NCT06008522,Bevacizumab-800CW,trastuzumab-qyyp
NCT06011772,irinotecan,irinotecan
NCT06012695,Temozolomide,temozolomide
NCT06013423,cyclophosphamide,cyclophosphamide
NCT06013618,irinotecan,irinotecan
NCT06013618,temozolomide,temozolomide
NCT06014073,cyclophosphamide,cyclophosphamide
NCT06014489,venetoclax,trastuzumab-qyyp
NCT06014827,osimertinib,trastuzumab-qyyp
NCT06015594,metformin,metformin
NCT06016062,RC148,...
NCT06016062,docetaxel Combination Therapy,trastuzumab-qyyp
NCT06016413,Nab paclitaxel,trastuzumab-qyyp
NCT06016855,lutetium lu 177 dotatate,lutetium lu 177 dotatate
NCT06017284,Nab paclitaxel,trastuzumab-qyyp
NCT06017284,thalidomide,velcade thalidomide dexamethasone
NCT06018688,osimertinib,trastuzumab-qyyp
NCT06018883,Nab paclitaxel,trastuzumab-qyyp
NCT06022692,tislelizumab (BeiGene,trastuzumab-qyyp
NCT06022939,cyclophosphamide,cyclophosphamide
NCT06022939,dexamethasone,dexamethasone
NCT06023641,cyclophosphamide,cyclophosphamide
NCT06023641,irinotecan,irinotecan
NCT06023641,temozolomide,temozolomide
NCT06023641,vinorelbine,tlc178
NCT06026319,cyclophosphamide,cyclophosphamide
NCT06027983,Cyclophosphosphamide,cyclophosphamide
NCT06030089,venetoclax,trastuzumab-qyyp
NCT06030622,metformin,metformin
NCT06037980,Nab paclitaxel,trastuzumab-qyyp
NCT06038396,RC148,...
NCT06038461,temozolomide,temozolomide
NCT06039891,Nimotuzumab、Tislelizumab,trastuzumab-qyyp
NCT06041802,Pembrolizumab (,pembrolizumab and berahyaluronidase alfa-pmph
NCT06042569,cyclophosphamide,cyclophosphamide
NCT06042725,dexamethasone,dexamethasone
NCT06042725,venetoclax,trastuzumab-qyyp
NCT06043323,cyclophosphamide,cyclophosphamide
NCT06043713,cyclophosphamide,cyclophosphamide
NCT06044025,metformin,metformin
NCT06044623,Endocrine therapy,...
NCT06044857,68-Ga PSMA11,[68ga]ga-psma
NCT06045247,cyclophosphamide,cyclophosphamide
NCT06045767,Pembrolizumab [Keytruda],pembrolizumab and berahyaluronidase alfa-pmph
NCT06045806,cyclophosphamide,cyclophosphamide
NCT06046313,venetoclax,trastuzumab-qyyp
NCT06047080,cyclophosphamide,cyclophosphamide
NCT06047977,cyclophosphamide,cyclophosphamide
NCT06048094,18F fluciclovine,fluorocholine
NCT06048146,Preoperative long-term concurrent chemoradiotherapy,...
NCT06049186,metformin,metformin
NCT06051760,NV-001,gp100 human melanoma peptide
NCT06051851,Nab paclitaxel,trastuzumab-qyyp
NCT06055075,carfilzomib,velcade thalidomide dexamethasone
NCT06055166,capecitabine),trastuzumab-qyyp
NCT06056752,cyclophosphamide,cyclophosphamide
NCT06057610,SHR-A1811 ； Pertuzumab,trastuzumab-qyyp
NCT06058377,Cyclophosphamide,cyclophosphamide
NCT06060782,cyclophosphamide,cyclophosphamide
NCT06060782,cytarabine conditioning regimen,cytarabine liposome
NCT06066359,cyclophosphamide,cyclophosphamide
NCT06066424,cyclophosphamide,cyclophosphamide
NCT06067776,osimertinib,trastuzumab-qyyp
NCT06070012,tebentafusp,gp100 human melanoma peptide
NCT06070740,Chemotherapy(oxaliplatin,trastuzumab-qyyp
NCT06070740,capecitabine),trastuzumab-qyyp
NCT06071013,nintedanib,da-epoch-r followed by nivolumab
NCT06071013,osimertinib,trastuzumab-qyyp
NCT06072586,temozolomide,temozolomide
NCT06072612,Cyclophosphamide,cyclophosphamide
NCT06072612,Interferon infiltration of the inoculation site,...
NCT06073821,venetoclax,trastuzumab-qyyp
NCT06076837,Nab paclitaxel,trastuzumab-qyyp
NCT06079164,cyclophosphamide,cyclophosphamide
NCT06079983,Capecitabine tablets,trastuzumab-qyyp
NCT06079983,Gemcitabine hydrochloride for,trastuzumab-qyyp
NCT06079983,Paclitaxel for,trastuzumab-qyyp
NCT06079983,vinorelbine,tlc178
NCT06080724,dexamethasone,dexamethasone
NCT06080854,Nab paclitaxel,trastuzumab-qyyp
NCT06081673,albumin-paclitaxel,trastuzumab-qyyp
NCT06081959,vinorelbine,tlc178
NCT06082934,dexamethasone,dexamethasone
NCT06082934,venetoclax,trastuzumab-qyyp
NCT06083844,cyclophosphamide,cyclophosphamide
NCT06083883,cyclophosphamide,cyclophosphamide
NCT06083922,cyclophosphamide,cyclophosphamide
NCT06083922,dexamethasone,dexamethasone
NCT06084338,lutetium lu-177 vipivotide tetraxetan,lutetium lu 177 jh020002
NCT06084819,Venetoclax,trastuzumab-qyyp
NCT06084897,PF (Fluoropyrimidine,trastuzumab-qyyp
NCT06084897,carboplatin),trastuzumab-qyyp
NCT06084897,carboplatin) regimen depended on investigator's choice.,trastuzumab-qyyp
NCT06085742,cyclophosphamide,cyclophosphamide
NCT06091254,cyclophosphamide,cyclophosphamide
NCT06091254,prednisolone,prednisolone
NCT06091748,68Ga-DOTATOC,gallium ga 68 dotatate
NCT06091865,cyclophosphamide,cyclophosphamide
NCT06091865,prednisolone,prednisolone
NCT06092047,cyclophosphamide,cyclophosphamide
NCT06092957,Cisplatin-based induction chemotherapy,trastuzumab-qyyp
NCT06093425,either Capcecitabine,trastuzumab-qyyp
NCT06093841,cyclophosphamide,cyclophosphamide
NCT06094140,irinotecan,irinotecan
NCT06095167,concurrent cisplatin chemotherapy,trastuzumab-qyyp
NCT06095362,Bevacizumab-IRDye800CW,trastuzumab-qyyp
NCT06095375,temozolomide,temozolomide
NCT06096038,cyclophosphamide,cyclophosphamide
NCT06097364,cyclophosphamide,cyclophosphamide
NCT06097364,prenisolone,prenisolone
NCT06097962,Tislelizumab，atezolizumab,trastuzumab-qyyp
NCT06097975,Neo-adjuvant nivolumab,da-epoch-r followed by nivolumab
NCT06097975,adjuvant nivolumab,da-epoch-r followed by nivolumab
NCT06097975,ipililumab intracavitary,da-epoch-r followed by nivolumab
NCT06098313,cyclophosphamide,cyclophosphamide
NCT06098326,cyclophosphamide,cyclophosphamide
NCT06099366,cyclophosphamide,cyclophosphamide
NCT06099366,dexamethasone,dexamethasone
NCT06102395,Nab paclitaxel,trastuzumab-qyyp
NCT06102824,vinorelbine,tlc178
NCT06104449,dexamethasone,dexamethasone
NCT06105619,temozolomide,temozolomide
NCT06105632,everolimus,trastuzumab-qyyp
NCT06105684,Capecitabine Pill,trastuzumab-qyyp
NCT06107413,irinotecan,irinotecan
NCT06107673,cyclophosphamide,cyclophosphamide
NCT06107790,Vinorelbine Bitartrate,tlc178
NCT06109779,gimeracil],trastuzumab-qyyp
NCT06109779,oteracil,trastuzumab-qyyp
NCT06112379,Cyclophosphamide,cyclophosphamide
NCT06115135,venetoclax,trastuzumab-qyyp
NCT06115499,Nab paclitaxel,trastuzumab-qyyp
NCT06118710,dexamethasone,dexamethasone
NCT06119256,EBV-TCR-T cells,...
NCT06119685,cyclophosphamide,cyclophosphamide
NCT06121271,lutetium lu 177 dotatate,lutetium lu 177 dotatate
NCT06121557,cyclophosphamide,cyclophosphamide
NCT06121570,cyclophosphamide,cyclophosphamide
NCT06122493,Nab paclitaxel,trastuzumab-qyyp
NCT06122610,177Lu-Dotatate,lutetium lu 177 dotatate
NCT06123494,irinotecan,irinotecan
NCT06123884,Paclitaxel for,trastuzumab-qyyp
NCT06124157,Cyclophosphamide,cyclophosphamide
NCT06124157,Prednisolone,prednisolone
NCT06125587,metformin,metformin
NCT06126588,everolimus,trastuzumab-qyyp
NCT06128837,irinotecan,irinotecan
NCT06129734,venetoclax,trastuzumab-qyyp
NCT06132685,dexamethasone,dexamethasone
NCT06136598,dexamethasone,dexamethasone
NCT06136624,Dexamethasone,dexamethasone
NCT06136650,Dexamethasone,dexamethasone
NCT06136988,Cisplatin for,trastuzumab-qyyp
NCT06136988,Docetaxel for,trastuzumab-qyyp
NCT06139211,irinotecan,irinotecan
NCT06139575,Lutetium Lu 177 JH020002,lutetium lu 177 jh020002
NCT06140108,metformin,metformin
NCT06140966,carfilzomib,velcade thalidomide dexamethasone
NCT06140966,cyclophosphamide,cyclophosphamide
NCT06140966,dexamethasone,dexamethasone
NCT06142617,osimertinib,trastuzumab-qyyp
NCT06143553,Capecitabine Tablets,trastuzumab-qyyp
NCT06143553,Gemcitabine Hydrochloride for,trastuzumab-qyyp
NCT06143553,Paclitaxel Polymeric Micelles for,trastuzumab-qyyp
NCT06143553,vinorelbine,tlc178
NCT06144736,one cycle of cisplatin,trastuzumab-qyyp
NCT06144944,cyclophosphamide,cyclophosphamide
NCT06145308,6 inhibitor,...
NCT06145308,AI,n/a
NCT06145308,AR antagonist,...
NCT06145308,Albumin-paclitaxel,trastuzumab-qyyp
NCT06145308,PARP inhibitor,...
NCT06145308,TROP2 ADC,n/a
NCT06145308,investigator-choice platinum doublet,n/a
NCT06145633,lutetium lu-177 vipivotide tetraxetan,lutetium lu 177 jh020002
NCT06149481,Therapeutic CEA,...
NCT06152575,carfilzomib,velcade thalidomide dexamethasone
NCT06152575,dexamethasone,dexamethasone
NCT06152809,venetoclax,trastuzumab-qyyp
NCT06153251,cyclophosphamide,cyclophosphamide
NCT06155331,cyclophosphamide,cyclophosphamide
NCT06156527,Bevacizumab Injectable Product,trastuzumab-qyyp
NCT06157151,Pembrolizumab alone,pembrolizumab and berahyaluronidase alfa-pmph
NCT06158841,carfilzomib,velcade thalidomide dexamethasone
NCT06158841,dexamethasone,dexamethasone
NCT06160791,Dexamethasone,dexamethasone
NCT06161974,tmz,temozolomide
NCT06163898,dexamethasone,dexamethasone
NCT06165900,carboplatin),trastuzumab-qyyp
NCT06165900,chemotherapy (nab-paclitaxel,trastuzumab-qyyp
NCT06166589,irinotecan,irinotecan
NCT06169215,Dexamethasone,dexamethasone
NCT06170463,metformin,metformin
NCT06172036,irinotecan,irinotecan
NCT06172296,Cyclophosphamide,cyclophosphamide
NCT06172296,Irinotecan,irinotecan
NCT06172296,Temozolomide,temozolomide
NCT06173466,Bupivacaine Hydrochloride,bupivacaine liposome
NCT06173466,dexamethasone,dexamethasone
NCT06177067,venetoclax,trastuzumab-qyyp
NCT06178211,chemotherapy: carboplatin,trastuzumab-qyyp
NCT06179303,estradiol,estradiol
NCT06179303,gonadorelin,gonadorelin
NCT06180733,Pembrolizumab [Keytruda],pembrolizumab and berahyaluronidase alfa-pmph
NCT06182072,nab paclitaxel,trastuzumab-qyyp
NCT06182592,3 (cytarabine,cytarabine liposome
NCT06182774,Dexamethasone,dexamethasone
NCT06184698,irinotecan,irinotecan
NCT06185400,Osimertinib),trastuzumab-qyyp
NCT06186401,cyclophosphamide,cyclophosphamide
NCT06187441,dexamethasone,dexamethasone
NCT06188676,Nivolumab in,da-epoch-r followed by nivolumab
NCT06188676,cyclophosphamide,cyclophosphamide
NCT06188676,prednisolone,prednisolone
NCT06189833,dexamethasone,dexamethasone
NCT06190600,cyclophosphamide,cyclophosphamide
NCT06190600,neoadjuvant treatment (doxorubicin,trastuzumab-qyyp
NCT06190600,pertuzumab),trastuzumab-qyyp
NCT06191263,venetoclax,trastuzumab-qyyp
NCT06191744,Cyclophosphamide,cyclophosphamide
NCT06191887,cyclophosphamide,cyclophosphamide
NCT06191978,venetoclax,trastuzumab-qyyp
NCT06192680,irinotecan,irinotecan
NCT06192979,dexamethasone,dexamethasone
NCT06192979,venetoclax,trastuzumab-qyyp
NCT06193486,cyclophosphamide,cyclophosphamide
NCT06194448,osimertinib,trastuzumab-qyyp
NCT06194734,irinotecan,irinotecan
NCT06196788,Nab paclitaxel,trastuzumab-qyyp
NCT06199895,Paclitaxel Polymeric Micelles for,trastuzumab-qyyp
NCT06200103,lutetium lu-177 vipivotide tetraxetan,lutetium lu 177 jh020002
NCT06202001,irinotecan,irinotecan
NCT06202066,temozolomide,temozolomide
NCT06202261,Capecitabine tablets,trastuzumab-qyyp
NCT06202261,Paclitaxel for,trastuzumab-qyyp
NCT06202261,gemcitabine hydrochloride for,trastuzumab-qyyp
NCT06202261,vinorelbine,tlc178
NCT06203912,cyclophosphamide,cyclophosphamide
NCT06203912,dexamethasone,dexamethasone
NCT06204991,cyclophosphamide,cyclophosphamide
NCT06205485,Fluoruracil,trastuzumab-qyyp
NCT06207123,dexamethasone,dexamethasone
NCT06207305,dexamethasone,dexamethasone
NCT06208150,dexamethasone,dexamethasone
NCT06208410,Capecitabine Tablets,trastuzumab-qyyp
NCT06208410,Paclitaxel for,trastuzumab-qyyp
NCT06208657,irinotecan,irinotecan
NCT06208657,temozolomide,temozolomide
NCT06208917,dexamethasone,dexamethasone
NCT06209294,Nab paclitaxel,trastuzumab-qyyp
NCT06210360,irinotecan liposome,irinotecan
NCT06210971,irinotecan,irinotecan
NCT06211764,TAR-200,trastuzumab-qyyp
NCT06211790,everolimus,trastuzumab-qyyp
NCT06212596,cyclophosphamide,cyclophosphamide
NCT06212752,Pembrolizumab (,pembrolizumab and berahyaluronidase alfa-pmph
NCT06214572,Cisplatin),trastuzumab-qyyp
NCT06214572,Systemic therapy (Gemcitabine,trastuzumab-qyyp
NCT06214572,nab-paclitaxel),trastuzumab-qyyp
NCT06214572,oxaliplatin),trastuzumab-qyyp
NCT06215976,metformin,metformin
NCT06216158,dexamethasone,dexamethasone
NCT06216249,lutetium lu-177 vipivotide tetraxetan,lutetium lu 177 jh020002
NCT06218524,temozolomide,temozolomide
NCT06219941,irinotecan,irinotecan
NCT06220032,cyclophosphamide,cyclophosphamide
NCT06220032,prednisolone,prednisolone
NCT06220097,mitoxantrone,mitoxantrone
NCT06220162,venetoclax,trastuzumab-qyyp
NCT06221553,IL-7Ra signaling domain,...
NCT06221683,mitoxantrone,mitoxantrone
NCT06221683,venetoclax,trastuzumab-qyyp
NCT06224049,cyclophosphamide,cyclophosphamide
NCT06224673,ARX788,...
NCT06225596,Avelumab,trastuzumab-qyyp
NCT06225622,irinotecan liposome,irinotecan
NCT06225999,irinotecan liposome,irinotecan
NCT06228066,avelumab,trastuzumab-qyyp
NCT06229067,cyclophosphamide,cyclophosphamide
NCT06229067,vinorelbine,tlc178
NCT06229340,hydroxychloroquine ± bevacizumab,trastuzumab-qyyp
NCT06230224,Dexamethasone,dexamethasone
NCT06230471,Gemox Chemotherapy（Gemcitabine,trastuzumab-qyyp
NCT06230471,Oxaliplatin）,trastuzumab-qyyp
NCT06232044,dexamethasone,dexamethasone
NCT06232655,venetoclax,trastuzumab-qyyp
NCT06232694,venetoclax,trastuzumab-qyyp
NCT06234072,Gemcitabine alone,trastuzumab-qyyp
NCT06235203,Gemcitabine based therapy,trastuzumab-qyyp
NCT06235697,ADT,n/a
NCT06236139,cyclophosphamide,cyclophosphamide
NCT06236425,Cyclophosphamide,cyclophosphamide
NCT06237192,venetoclax,trastuzumab-qyyp
NCT06237881,cyclophosphamide,cyclophosphamide
NCT06238245,cyclophosphamide,cyclophosphamide
NCT06238843,irinotecan,irinotecan
NCT06239727,Cisplatin (,trastuzumab-qyyp
NCT06241456,cyclophosphamide,cyclophosphamide
NCT06241469,tegio,trastuzumab-qyyp
NCT06245889,cyclophosphamide,cyclophosphamide
NCT06246149,tebentafusp,gp100 human melanoma peptide
NCT06249191,cyclophosphamide,cyclophosphamide
NCT06249282,Carfilzomib,velcade thalidomide dexamethasone
NCT06250972,irinotecan,irinotecan
NCT06251180,cyclophosphamide,cyclophosphamide
NCT06252649,FOLFIRI,trastuzumab-qyyp
NCT06252870,Cycophosphamide,cyclophosphamide
NCT06252870,Post-Transplant Cyclophosphamide,cyclophosphamide
NCT06253520,Cyclophosphamide,cyclophosphamide
NCT06253663,cyclophosphamide,cyclophosphamide
NCT06255392,Capecitabine tablets,trastuzumab-qyyp
NCT06255392,vinorelbine,tlc178
NCT06256627,Venentoclax,trastuzumab-qyyp
NCT06256627,thalidomide,velcade thalidomide dexamethasone
